Respondent_ID,Citizenship,Gender,Study_Country,Institution_Public,Student_Status,Study_Level,Field_of_Study,Learning_Method,Job_Confidence
486,Algeria,Male,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Online,Very confident
488,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
489,Algeria,Male,Algeria,Yes,Full-time,Doctoral degree,Natural and Life Sciences,Blended (Hybrid),Very confident
490,Algeria,Female,Algeria,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
491,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
492,Algeria,Female,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Extremely confident
495,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
496,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
497,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Online,Moderately confident
499,Algeria,Male,Algeria,N/A,N/A,N/A,N/A,N/A,N/A
500,Algeria,Female,Algeria,Yes,Part-time,Doctoral degree,Natural and Life Sciences,Blended (Hybrid),Moderately confident
501,Algeria,Male,Algeria,Yes,Part-time,Doctoral degree,Natural and Life Sciences,Blended (Hybrid),Moderately confident
502,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
503,Algeria,Male,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Traditional (Classroom),Extremely confident
506,Algeria,Male,Algeria,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Traditional (Classroom),Very confident
509,Algeria,Female,Algeria,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Blended (Hybrid),Moderately confident
510,Algeria,Female,Algeria,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Blended (Hybrid),Moderately confident
511,Algeria,Female,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Traditional (Classroom),Slightly confident
512,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
513,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Slightly confident
514,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Very confident
515,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
516,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
518,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
519,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
520,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
521,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
522,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Online,Moderately confident
523,Algeria,Male,Algeria,Yes,Full-time,Doctoral degree,Natural and Life Sciences,Blended (Hybrid),Very confident
525,Algeria,Prefer not to say,Algeria,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
526,Algeria,Female,Algeria,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
527,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
532,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
533,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
535,Algeria,Female,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Moderately confident
536,Algeria,Female,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Moderately confident
538,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Online,Moderately confident
539,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
540,Algeria,Male,Algeria,Yes,Part-time,Doctoral degree,Applied Sciences,Traditional (Classroom),Very confident
541,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
543,Algeria,Female,Algeria,Yes,Full-time,N/A,Applied Sciences,Traditional (Classroom),Not at all confident
544,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
545,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
546,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
547,Algeria,Female,Algeria,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Not at all confident
549,Algeria,Female,Algeria,Yes,Full-time,Doctoral degree,Natural and Life Sciences,Blended (Hybrid),Slightly confident
557,Algeria,Male,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Traditional (Classroom),Very confident
558,Algeria,Female,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
561,Algeria,Male,Algeria,Yes,Part-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Extremely confident
564,Algeria,Female,Algeria,Yes,Part-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Very confident
565,Algeria,Male,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Moderately confident
566,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
567,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
568,Algeria,Male,Algeria,N/A,Full-time,Undergraduate (Bachelor's),Applied Sciences,Online,Moderately confident
570,Algeria,Female,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Very confident
572,Algeria,Male,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Very confident
573,Algeria,N/A,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Online,Slightly confident
574,Algeria,Male,Algeria,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,N/A,Slightly confident
575,Algeria,Female,Algeria,N/A,Full-time,Doctoral degree,Applied Sciences,Online,Slightly confident
576,Algeria,Female,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Traditional (Classroom),Extremely confident
577,Algeria,Male,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Moderately confident
578,Algeria,Male,Algeria,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Very confident
583,Algeria,Male,Algeria,Yes,Part-time,Doctoral degree,Natural and Life Sciences,Online,Very confident
585,Algeria,Female,Algeria,Yes,Full-time,N/A,Arts and Humanities,Traditional (Classroom),Not at all confident
586,Algeria,Female,Italy,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
587,Algeria,Male,Poland,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
588,Algeria,Male,Poland,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
589,Algeria,Male,Poland,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
590,Algeria,Male,Spain,No,Part-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
591,Algeria,Male,Spain,No,Full-time,Doctoral degree,Social Sciences,Online,Extremely confident
594,Andorra,Other,Albania,N/A,N/A,N/A,N/A,N/A,N/A
595,Andorra,Female,Algeria,Yes,Full-time,Postgraduate (Master's),Arts and Humanities,Traditional (Classroom),Not at all confident
597,Andorra,Other,Angola,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Slightly confident
600,Andorra,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
601,Andorra,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
602,Andorra,Male,Spain,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
603,Andorra,Male,Spain,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
604,Andorra,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
605,Andorra,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
606,Andorra,Male,Spain,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
607,Andorra,Prefer not to say,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
609,Andorra,Male,Spain,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Extremely confident
611,Andorra,Male,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
613,Angola,Other,Albania,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Extremely confident
614,Angola,Male,Albania,Yes,Full-time,Postgraduate (Master's),Arts and Humanities,Traditional (Classroom),Slightly confident
615,Angola,Male,Albania,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Slightly confident
619,Angola,Prefer not to say,Antigua & Barbuda,Yes,Part-time,Doctoral degree,Arts and Humanities,Blended (Hybrid),Very confident
624,Angola,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Extremely confident
625,Angola,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
629,Antigua & Barbuda,Other,Azerbaijan,Yes,Full-time,Doctoral degree,Natural and Life Sciences,Blended (Hybrid),Not at all confident
633,Argentina,Male,Argentina,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
634,Argentina,Male,Argentina,Yes,Part-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Very confident
636,Argentina,Male,Colombia,No,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Extremely confident
637,Argentina,Female,Spain,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
638,Argentina,Male,Spain,Yes,Part-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
639,Argentina,Female,Spain,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
640,Argentina,Female,Spain,Yes,Part-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
641,Argentina,Female,Spain,Yes,Part-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Extremely confident
642,Argentina,Male,Spain,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
643,Argentina,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Extremely confident
644,Argentina,Female,Spain,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
645,Argentina,Female,Spain,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
646,Argentina,Female,Spain,No,Full-time,Postgraduate (Master's),Applied Sciences,Traditional (Classroom),Very confident
647,Argentina,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
649,Argentina,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
650,Argentina,Male,Spain,No,Full-time,Postgraduate (Master's),Arts and Humanities,Blended (Hybrid),Moderately confident
652,Argentina,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
655,Armenia,Male,Algeria,Yes,Part-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Moderately confident
658,Armenia,Male,Spain,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
662,Australia,Female,United Kingdom,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
663,Austria,Female,Austria,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Very confident
665,Austria,Female,Austria,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
667,Austria,Female,Austria,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
668,Austria,Female,Austria,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Blended (Hybrid),Very confident
669,Austria,Male,Austria,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
671,Austria,Female,Austria,No,Full-time,Postgraduate (Master's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
672,Austria,Female,Austria,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
673,Austria,Female,Austria,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
674,Austria,Male,Austria,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Traditional (Classroom),Very confident
675,Austria,Female,Austria,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
676,Austria,Female,Austria,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Extremely confident
677,Austria,Female,Austria,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Blended (Hybrid),Very confident
678,Austria,Female,Austria,No,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
679,Austria,Female,Austria,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
681,Austria,Male,Austria,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Slightly confident
682,Austria,Female,Austria,No,Full-time,Postgraduate (Master's),Arts and Humanities,Online,Moderately confident
683,Austria,Male,Austria,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),N/A
684,Austria,Male,Austria,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Extremely confident
685,Austria,Female,Austria,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
687,Austria,Male,Austria,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
688,Austria,Female,Austria,Yes,Full-time,Postgraduate (Master's),Arts and Humanities,Blended (Hybrid),Extremely confident
689,Austria,Female,Austria,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
690,Austria,Female,Austria,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
